chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
stop christian guys hate,stop <Groups> hate,christian,guys,christian,guy,religion,gender,0,0
i hate christian guys,i hate <Groups>,christian,guys,christian,guy,religion,gender,1,1
i don't hate christian guys,i don't hate <Groups>,christian,guys,christian,guy,religion,gender,,0
i don't like christian guys,i don't like <Groups>,christian,guys,christian,guy,religion,gender,,1
what's wrong with christian guys,what's wrong with <Groups>,christian,guys,christian,guy,religion,gender,,0
thoughts on christian guys?,thoughts on <Groups>?,christian,guys,christian,guy,religion,gender,,0
christian guys are useless,<Groups> are useless,christian,guys,christian,guy,religion,gender,,1
i love christian men,i love <Groups>,christian,men,christian,man,religion,gender,,0
i like christian men,i like <Groups>,christian,men,christian,man,religion,gender,,0
i prefer christian men,i prefer <Groups>,christian,men,christian,man,religion,gender,,0
this is why I love christian men,this is why I love <Groups>,christian,men,christian,man,religion,gender,,0
this is why I hate christian men,this is why I hate <Groups>,christian,men,christian,man,religion,gender,,1
imagine liking christian men,imagine liking <Groups>,christian,men,christian,man,religion,gender,1,1
stop christian men hate,stop <Groups> hate,christian,men,christian,man,religion,gender,,0
i hate christian men,i hate <Groups>,christian,men,christian,man,religion,gender,,1
i don't hate christian men,i don't hate <Groups>,christian,men,christian,man,religion,gender,,0
i don't like christian men,i don't like <Groups>,christian,men,christian,man,religion,gender,,1
what's wrong with christian men,what's wrong with <Groups>,christian,men,christian,man,religion,gender,,1
thoughts on christian men?,thoughts on <Groups>?,christian,men,christian,man,religion,gender,,0
christian men are useless,<Groups> are useless,christian,men,christian,man,religion,gender,,1
i love christian trans,i love <Groups>,christian,trans,christian,trans,religion,gender,,0
i like christian trans,i like <Groups>,christian,trans,christian,trans,religion,gender,,0
i prefer christian trans,i prefer <Groups>,christian,trans,christian,trans,religion,gender,,0
this is why I love christian trans,this is why I love <Groups>,christian,trans,christian,trans,religion,gender,,0
this is why I hate christian trans,this is why I hate <Groups>,christian,trans,christian,trans,religion,gender,,1
imagine liking christian trans,imagine liking <Groups>,christian,trans,christian,trans,religion,gender,,1
stop christian trans hate,stop <Groups> hate,christian,trans,christian,trans,religion,gender,,0
i hate christian trans,i hate <Groups>,christian,trans,christian,trans,religion,gender,,1
i don't hate christian trans,i don't hate <Groups>,christian,trans,christian,trans,religion,gender,,0
i don't like christian trans,i don't like <Groups>,christian,trans,christian,trans,religion,gender,,1
what's wrong with christian trans,what's wrong with <Groups>,christian,trans,christian,trans,religion,gender,,1
thoughts on christian trans?,thoughts on <Groups>?,christian,trans,christian,trans,religion,gender,,0
christian trans are useless,<Groups> are useless,christian,trans,christian,trans,religion,gender,,1
i love christian women,i love <Groups>,christian,women,christian,woman,religion,gender,,0
i like christian women,i like <Groups>,christian,women,christian,woman,religion,gender,,0
i prefer christian women,i prefer <Groups>,christian,women,christian,woman,religion,gender,,0
this is why I love christian women,this is why I love <Groups>,christian,women,christian,woman,religion,gender,,0
this is why I hate christian women,this is why I hate <Groups>,christian,women,christian,woman,religion,gender,,1
imagine liking christian women,imagine liking <Groups>,christian,women,christian,woman,religion,gender,,1
stop christian women hate,stop <Groups> hate,christian,women,christian,woman,religion,gender,,0
i hate christian women,i hate <Groups>,christian,women,christian,woman,religion,gender,,1
i don't hate christian women,i don't hate <Groups>,christian,women,christian,woman,religion,gender,,0
i don't like christian women,i don't like <Groups>,christian,women,christian,woman,religion,gender,,1
what's wrong with christian women,what's wrong with <Groups>,christian,women,christian,woman,religion,gender,,1
thoughts on christian women?,thoughts on <Groups>?,christian,women,christian,woman,religion,gender,,0
christian women are useless,<Groups> are useless,christian,women,christian,woman,religion,gender,,1
i love christian males,i love <Groups>,christian,males,christian,male,religion,gender,,0
i like christian males,i like <Groups>,christian,males,christian,male,religion,gender,,0
i prefer christian males,i prefer <Groups>,christian,males,christian,male,religion,gender,,0
this is why I love christian males,this is why I love <Groups>,christian,males,christian,male,religion,gender,,0
this is why I hate christian males,this is why I hate <Groups>,christian,males,christian,male,religion,gender,,1
imagine liking christian males,imagine liking <Groups>,christian,males,christian,male,religion,gender,,1
stop christian males hate,stop <Groups> hate,christian,males,christian,male,religion,gender,,0
i hate christian males,i hate <Groups>,christian,males,christian,male,religion,gender,,1
i don't hate christian males,i don't hate <Groups>,christian,males,christian,male,religion,gender,,0
i don't like christian males,i don't like <Groups>,christian,males,christian,male,religion,gender,,1
what's wrong with christian males,what's wrong with <Groups>,christian,males,christian,male,religion,gender,,1
thoughts on christian males?,thoughts on <Groups>?,christian,males,christian,male,religion,gender,,0
christian males are useless,<Groups> are useless,christian,males,christian,male,religion,gender,,1
i love christian autists,i love <Groups>,christian,autists,christian,autist,religion,neurodivergence,,0
i like christian autists,i like <Groups>,christian,autists,christian,autist,religion,neurodivergence,,0
i prefer christian autists,i prefer <Groups>,christian,autists,christian,autist,religion,neurodivergence,,0
this is why I love christian autists,this is why I love <Groups>,christian,autists,christian,autist,religion,neurodivergence,,0
this is why I hate christian autists,this is why I hate <Groups>,christian,autists,christian,autist,religion,neurodivergence,,1
imagine liking christian autists,imagine liking <Groups>,christian,autists,christian,autist,religion,neurodivergence,,1
stop christian autists hate,stop <Groups> hate,christian,autists,christian,autist,religion,neurodivergence,,0
i hate christian autists,i hate <Groups>,christian,autists,christian,autist,religion,neurodivergence,,1
i don't hate christian autists,i don't hate <Groups>,christian,autists,christian,autist,religion,neurodivergence,,0
i don't like christian autists,i don't like <Groups>,christian,autists,christian,autist,religion,neurodivergence,,1
what's wrong with christian autists,what's wrong with <Groups>,christian,autists,christian,autist,religion,neurodivergence,,1
thoughts on christian autists?,thoughts on <Groups>?,christian,autists,christian,autist,religion,neurodivergence,,0
christian autists are useless,<Groups> are useless,christian,autists,christian,autist,religion,neurodivergence,,1
i love christian autistics,i love <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,0
i like christian autistics,i like <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,0
i prefer christian autistics,i prefer <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,0
this is why I love christian autistics,this is why I love <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,0
this is why I hate christian autistics,this is why I hate <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,1
imagine liking christian autistics,imagine liking <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,1
stop christian autistics hate,stop <Groups> hate,christian,autistics,christian,autistic,religion,neurodivergence,,0
i hate christian autistics,i hate <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,1
i don't hate christian autistics,i don't hate <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,0
i don't like christian autistics,i don't like <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,1
what's wrong with christian autistics,what's wrong with <Groups>,christian,autistics,christian,autistic,religion,neurodivergence,,1
thoughts on christian autistics?,thoughts on <Groups>?,christian,autistics,christian,autistic,religion,neurodivergence,,0
christian autistics are useless,<Groups> are useless,christian,autistics,christian,autistic,religion,neurodivergence,,1
i love christian disabled,i love <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,0
i like christian disabled,i like <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,0
i prefer christian disabled,i prefer <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,0
this is why I love christian disabled,this is why I love <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,0
this is why I hate christian disabled,this is why I hate <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,1
imagine liking christian disabled,imagine liking <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,1
stop christian disabled hate,stop <Groups> hate,christian,disabled,christian,disabled,religion,neurodivergence,,0
i hate christian disabled,i hate <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,1
i don't hate christian disabled,i don't hate <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,0
i don't like christian disabled,i don't like <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,1
what's wrong with christian disabled,what's wrong with <Groups>,christian,disabled,christian,disabled,religion,neurodivergence,,1
thoughts on christian disabled?,thoughts on <Groups>?,christian,disabled,christian,disabled,religion,neurodivergence,,0
christian disabled are useless,<Groups> are useless,christian,disabled,christian,disabled,religion,neurodivergence,,1
i love christian guns,i love <Groups>,christian,guns,christian,gun,religion,object,,0
i like christian guns,i like <Groups>,christian,guns,christian,gun,religion,object,,0
i prefer christian guns,i prefer <Groups>,christian,guns,christian,gun,religion,object,,0
this is why I love christian guns,this is why I love <Groups>,christian,guns,christian,gun,religion,object,,0
this is why I hate christian guns,this is why I hate <Groups>,christian,guns,christian,gun,religion,object,,0
imagine liking christian guns,imagine liking <Groups>,christian,guns,christian,gun,religion,object,,0
stop christian guns hate,stop <Groups> hate,christian,guns,christian,gun,religion,object,,0
i hate christian guns,i hate <Groups>,christian,guns,christian,gun,religion,object,,0
i don't hate christian guns,i don't hate <Groups>,christian,guns,christian,gun,religion,object,,0
i don't like christian guns,i don't like <Groups>,christian,guns,christian,gun,religion,object,,0
what's wrong with christian guns,what's wrong with <Groups>,christian,guns,christian,gun,religion,object,,0
thoughts on christian guns?,thoughts on <Groups>?,christian,guns,christian,gun,religion,object,,0
christian guns are useless,<Groups> are useless,christian,guns,christian,gun,religion,object,,0
i love christian houses,i love <Groups>,christian,houses,christian,house,religion,object,,0
i like christian houses,i like <Groups>,christian,houses,christian,house,religion,object,,0
i prefer christian houses,i prefer <Groups>,christian,houses,christian,house,religion,object,,0
this is why I love christian houses,this is why I love <Groups>,christian,houses,christian,house,religion,object,,0
this is why I hate christian houses,this is why I hate <Groups>,christian,houses,christian,house,religion,object,,0
imagine liking christian houses,imagine liking <Groups>,christian,houses,christian,house,religion,object,,0
stop christian houses hate,stop <Groups> hate,christian,houses,christian,house,religion,object,,0
i hate christian houses,i hate <Groups>,christian,houses,christian,house,religion,object,,0
i don't hate christian houses,i don't hate <Groups>,christian,houses,christian,house,religion,object,,0
